bsid	atid
Brast02G091400	AT5G61240
Brast02G115700	AT3G59890
Brast02G159400	AT1G76540
Brast02G222100	AT1G61250
Brast02G020200	AT3G49470
Brast02G126100	AT5G01220
Brast02G053000	AT2G16390
Brast02G154800	AT5G10920
Brast02G281800	AT1G70660
Brast02G075500	AT5G10150
Brast02G127200	AT2G39900
Brast02G163800	AT3G03610
Brast02G379000	AT2G44060
Brast02G127100	AT2G38025
Brast02G057500	AT2G02800
Brast02G264700	AT4G38180
Brast02G042400	AT3G48430
Brast02G110800	AT1G78770
Brast02G292700	AT2G22840
Brast02G376700	AT1G71870
Brast02G335300	AT3G03770
Brast02G093900	AT1G13770
Brast02G262900	AT4G30080
Brast02G146600	AT5G58510
Brast02G224200	AT5G48385
Brast02G300500	AT2G30580
Brast02G027300	AT1G65880
Brast02G118800	AT1G80490
Brast02G111000	AT1G59960
Brast02G089500	AT1G04080
Brast02G382700	AT4G39460
Brast02G007200	AT3G61415
Brast02G121500	AT1G75290
Brast02G279200	AT1G70750
Brast02G340300	AT3G22850
Brast02G386600	AT1G73940
Brast02G198000	AT1G34150
Brast02G214800	AT3G29270
Brast02G279300	AT3G04930
Brast02G031300	AT1G09795
Brast02G147700	AT1G07030
Brast02G041000	AT5G04440
Brast02G086300	AT1G49850
Brast02G279800	AT1G13340
Brast02G327200	AT2G31200
Brast02G376200	AT2G38290
Brast02G385500	AT4G35450
Brast02G083300	AT5G67500
Brast02G306400	AT1G20350
Brast02G259300	AT5G13930
Brast02G011900	AT3G06190
Brast02G136500	AT3G12360
Brast02G318300	AT2G45490
Brast02G298600	AT1G28200
Brast02G078900	AT4G39460
Brast02G236600	AT4G34370
Brast02G145100	AT5G01310
Brast02G339400	AT2G32040
Brast02G097100	AT1G51405
Brast02G300900	AT1G56290
Brast02G070400	AT5G48930
Brast02G228500	AT5G15570
Brast02G121400	AT1G18260
Brast02G143400	AT3G08920
Brast02G165600	AT5G56350
Brast02G064700	AT2G05910
Brast02G154500	AT3G16910
Brast02G234500	AT4G33280
Brast02G359700	AT2G37390
Brast02G301300	AT1G56290
Brast02G354600	AT5G06990
Brast02G246400	AT5G06510
Brast02G199800	AT3G63470
Brast02G390000	AT4G25050
Brast02G189400	AT5G02710
Brast02G084500	AT5G67470
Brast02G119500	AT4G37870
Brast02G021100	AT5G24530
Brast02G255000	AT4G11650
Brast02G206800	AT4G33230
Brast02G163000	AT1G48175
Brast02G111200	AT1G25250
Brast02G129300	AT2G37730
Brast02G351700	AT4G16580
Brast02G127000	AT4G37300
Brast02G132100	AT2G28840
Brast02G044400	AT3G09740
Brast02G348300	AT4G25650
Brast02G379400	AT5G17440
Brast02G365300	AT2G29530
Brast02G092900	AT1G67580
Brast02G340900	AT2G38840
Brast02G133800	AT2G28760
Brast02G330000	AT2G34730
Brast02G375000	AT5G26680
Brast02G075200	AT5G44220
Brast02G231200	AT1G47230
Brast02G270000	AT2G43820
Brast02G190600	AT2G26770
Brast02G180700	AT5G18630
Brast02G145000	AT3G56010
Brast02G253500	AT4G14890
Brast02G019300	AT2G02170
Brast02G079800	AT5G42970
Brast02G199700	AT1G20180
Brast02G232800	AT5G66870
Brast02G139400	AT3G55030
Brast02G266200	AT5G09570
Brast02G341100	AT4G02610
Brast02G189300	AT5G04520
Brast02G231900	AT2G14820
Brast02G107200	AT1G12530
Brast02G223100	AT5G65590
Brast02G208200	AT1G74960
Brast02G023100	AT1G47330
Brast02G182500	AT3G56590
Brast02G366700	AT3G47120
Brast02G109500	AT4G37170
Brast02G082800	AT2G18410
Brast02G080500	AT4G36740
Brast02G129900	AT1G07473
Brast02G353600	AT1G52340
Brast02G305300	AT3G22670
Brast02G255400	AT3G22640
Brast02G381700	AT5G48610
Brast02G383900	AT1G01630
Brast02G187000	AT5G13690
Brast02G262600	AT3G55460
Brast02G073800	AT1G78310
Brast02G178600	AT5G24860
Brast02G147900	AT3G02560
Brast02G357600	AT2G38440
Brast02G103100	AT1G10120
Brast02G264600	AT4G25790
Brast02G213200	AT1G27730
Brast02G393200	AT3G23240
Brast02G105800	AT5G62290
Brast02G366200	AT5G04110
Brast02G000200	AT1G32450
Brast02G331900	AT5G46210
Brast02G248900	AT5G51330
Brast02G211600	AT3G13990
Brast02G030100	AT1G76240
Brast02G305100	AT3G45980
Brast02G080300	AT5G27470
Brast02G148000	AT2G30200
Brast02G394600	AT5G51410
Brast02G074100	AT1G78230
Brast02G036700	AT1G09690
Brast02G062500	AT3G02070
Brast02G136200	AT1G67060
Brast02G106200	AT1G19990
Brast02G350800	AT5G19040
Brast02G142600	AT5G03080
Brast02G249000	AT3G22980
Brast02G395100	AT5G43310
Brast02G048400	AT3G22430
Brast02G312000	AT5G48760
Brast02G287200	AT5G21050
Brast02G217000	AT5G67570
Brast02G003200	AT3G60450
Brast02G317800	AT5G66850
Brast02G125700	AT2G29690
Brast02G212100	AT3G48710
Brast02G130500	AT5G59550
Brast02G221200	AT5G55050
Brast02G336000	AT3G14680
Brast02G270200	AT1G18980
Brast02G010100	AT5G09860
Brast02G288100	AT1G63850
Brast02G264100	AT4G05200
Brast02G114400	AT4G34980
Brast02G394300	AT5G41470
Brast02G210800	AT1G55910
Brast02G313600	AT1G69310
Brast02G154000	AT4G02100
Brast02G218100	AT5G54880
Brast02G014400	AT3G06190
Brast02G358400	AT3G11030
Brast02G357300	AT3G14160
Brast02G139900	ATCG00340
Brast02G259900	AT1G58520
Brast02G004400	AT1G12120
Brast02G384300	AT3G48340
Brast02G327800	AT4G21300
Brast02G193300	AT5G28040
Brast02G215300	AT3G60580
Brast02G239100	AT5G28750
Brast02G005400	AT5G46640
Brast02G195900	AT3G01120
Brast02G028800	AT2G17200
Brast02G377100	AT1G77280
Brast02G362000	AT1G07570
Brast02G177700	AT1G02890
Brast02G237000	AT5G55070
Brast02G389800	AT5G46580
Brast02G038100	AT3G23990
Brast02G016300	AT2G45720
Brast02G321700	AT4G37750
Brast02G026200	AT1G76400
Brast02G032700	AT3G54700
Brast02G223900	AT3G02870
Brast02G065500	AT1G16570
Brast02G264400	AT4G23180
Brast02G156300	AT3G62390
Brast02G120700	AT5G16060
Brast02G284600	AT5G15490
Brast02G306300	AT2G37410
Brast02G003600	AT5G61450
Brast02G325400	AT2G43000
Brast02G200600	AT4G33520
Brast02G323400	AT4G14960
Brast02G047200	AT5G06530
Brast02G350300	AT5G19855
Brast02G152500	AT3G05670
Brast02G305400	AT5G50230
Brast02G177900	AT4G15800
Brast02G065700	AT1G19180
Brast02G312600	AT5G07960
Brast02G019900	AT1G05260
Brast02G099100	AT3G17920
Brast02G066700	AT3G14205
Brast02G142900	AT3G01090
Brast02G093400	AT5G07950
Brast02G117600	AT2G45600
Brast02G090100	AT1G70670
Brast02G377400	AT2G26140
Brast02G329100	AT3G60830
Brast02G282400	AT4G01570
Brast02G026100	AT1G20823
Brast02G307000	AT1G54390
Brast02G172800	AT1G48160
Brast02G212800	AT3G05975
Brast02G329400	AT2G17380
Brast02G298700	AT5G05250
Brast02G374100	AT3G05420
Brast02G391400	AT5G51670
Brast02G022500	AT4G01310
Brast02G384100	AT2G02850
Brast02G022200	AT4G00300
Brast02G295300	AT5G57550
Brast02G055200	AT5G39530
Brast02G182700	AT3G12390
Brast02G047900	AT1G64770
Brast02G323500	AT1G79010
Brast02G356700	AT2G38560
Brast02G132200	AT2G14255
Brast02G083500	AT3G19650
Brast02G328200	AT3G26330
Brast02G351600	AT1G75150
Brast02G113300	AT2G36960
Brast02G319100	AT1G47640
Brast02G226400	AT4G13500
Brast02G136800	AT5G13560
Brast02G007700	AT2G17695
Brast02G305000	AT3G22750
Brast02G017700	AT4G00231
Brast02G084800	AT4G37608
Brast02G081500	AT1G27460
Brast02G261400	AT1G19310
Brast02G340100	AT3G63310
Brast02G344000	AT2G02590
Brast02G145600	AT5G05550
Brast02G024400	AT5G05800
Brast02G281000	AT5G57123
Brast02G288300	AT3G53160
Brast02G371700	AT5G49580
Brast02G046400	AT1G20190
Brast02G060300	AT5G15210
Brast02G142400	AT3G52260
Brast02G287500	AT5G66750
Brast02G354300	AT2G41130
Brast02G043100	AT2G31240
Brast02G233900	AT2G19940
Brast02G036200	AT5G42020
Brast02G162600	AT2G27090
Brast02G041400	AT4G09980
Brast02G052900	AT5G61220
Brast02G163500	AT2G41070
Brast02G277400	AT5G22090
Brast02G061000	AT3G57610
Brast02G232900	AT5G66860
Brast02G071300	AT3G21290
Brast02G171500	AT3G52850
Brast02G310000	AT2G32070
Brast02G115100	AT4G35987
Brast02G232100	AT3G49930
Brast02G278600	AT2G01490
Brast02G395500	AT4G28720
Brast02G367200	AT1G48350
Brast02G227500	AT2G03720
Brast02G196200	AT2G37220
Brast02G235900	AT2G15000
Brast02G077500	AT3G25290
Brast02G147600	AT2G40316
Brast02G152700	AT3G05870
Brast02G088100	AT5G47550
Brast02G110200	AT5G17330
Brast02G354400	AT2G47350
Brast02G086600	AT3G59650
Brast02G152300	AT2G47500
Brast02G277700	AT1G67260
Brast02G348700	AT5G28150
Brast02G045400	AT2G39140
Brast02G138100	AT4G16380
Brast02G195400	AT3G13620
Brast02G350200	AT3G57510
Brast02G278000	AT1G18470
Brast02G182100	AT5G18660
Brast02G276800	ATCG00820
Brast02G058600	AT4G39660
Brast02G192000	AT4G11290
Brast02G312300	AT1G18650
Brast02G092700	AT1G26560
Brast02G382100	AT1G61000
Brast02G028100	AT5G66005
Brast02G169700	AT2G38580
Brast02G043600	AT2G38940
Brast02G311800	AT5G39040
Brast02G056600	AT1G14020
Brast02G045900	AT5G05320
Brast02G148400	AT5G05390
Brast02G064000	AT5G09430
Brast02G080900	AT4G34320
Brast02G173400	AT2G40490
Brast02G306000	AT2G24960
Brast02G213800	AT4G29430
Brast02G158900	AT5G57390
Brast02G054900	AT3G60070
Brast02G294200	AT1G10130
Brast02G061400	AT5G60540
Brast02G091800	AT5G07910
Brast02G096800	AT5G63840
Brast02G296600	AT2G16430
Brast02G063100	AT5G18880
Brast02G059800	AT5G19350
Brast02G329900	AT3G22290
Brast02G241900	AT3G48880
Brast02G383300	AT4G14147
Brast02G357500	AT5G01750
Brast02G345200	AT1G59640
Brast02G085200	AT4G14965
Brast02G267400	AT1G27150
Brast02G086900	AT4G33920
Brast02G363500	AT2G39760
Brast02G032200	AT2G17020
Brast02G166700	AT1G08570
Brast02G231300	AT1G24625
Brast02G100700	AT1G68020
Brast02G282700	AT2G01755
Brast02G338200	AT2G48140
Brast02G195800	AT1G26690
Brast02G154600	AT4G02090
Brast02G174800	AT3G16720
Brast02G278900	AT1G18170
Brast02G214600	AT5G15400
Brast02G045200	AT4G05160
Brast02G051900	AT3G23020
Brast02G068100	AT3G03580
Brast02G070000	AT5G48930
Brast02G031500	AT3G56530
Brast02G049200	AT4G02715
Brast02G292500	AT1G19630
Brast02G347700	AT4G34640
Brast02G375800	AT2G33793
Brast02G046800	AT2G16800
Brast02G360200	AT1G05180
Brast02G059000	AT5G47540
Brast02G025800	AT2G17290
Brast02G190100	AT2G15730
Brast02G077900	AT1G22150
Brast02G148700	AT4G29040
Brast02G310300	AT5G55540
Brast02G362800	AT1G13870
Brast02G310600	AT5G35840
Brast02G209300	AT1G23070
Brast02G207200	AT3G53770
Brast02G384700	AT3G54900
Brast02G032500	AT5G10570
Brast02G028600	AT4G35270
Brast02G196400	AT5G15270
Brast02G383400	AT3G07130
Brast02G357400	AT5G01750
Brast02G201300	AT1G02170
Brast02G063700	AT5G21950
Brast02G125000	AT4G08230
Brast02G154900	AT4G16160
Brast02G022400	AT3G61490
Brast02G175000	AT3G62690
Brast02G394100	AT5G23890
Brast02G151500	AT3G62660
Brast02G181900	AT5G05800
Brast02G244800	AT2G42800
Brast02G301400	AT3G04670
Brast02G112600	AT1G66140
Brast02G093200	AT5G47550
Brast02G070600	AT5G66820
Brast02G170700	AT5G05190
Brast02G339300	AT5G03610
Brast02G135100	AT3G53630
Brast02G221700	AT2G20830
Brast02G392400	AT2G36990
Brast02G098400	AT3G25920
Brast02G161700	AT3G10740
Brast02G018300	AT1G09680
Brast02G079600	AT3G18830
Brast02G382600	AT3G01980
Brast02G087600	AT1G47200
Brast02G376000	AT1G34300
Brast02G154700	AT3G62550
Brast02G202700	AT5G58220
Brast02G223700	AT3G11710
Brast02G280100	AT1G73885
Brast02G297800	AT2G38870
Brast02G357000	AT3G56340
Brast02G045800	AT4G38540
Brast02G324100	AT1G75200
Brast02G328800	AT2G20180
Brast02G158400	AT5G49480
Brast02G074400	AT5G64220
Brast02G129600	AT2G29210
Brast02G227000	AT5G08100
Brast02G121800	AT3G52590
Brast02G004500	AT4G00165
Brast02G063500	AT5G21930
Brast02G022900	AT4G01330
Brast02G012600	AT4G38280
Brast02G104600	AT3G60860
Brast02G331700	AT2G39120
Brast02G060900	AT3G57600
Brast02G305900	AT1G05410
Brast02G394800	AT1G17850
Brast02G004300	AT4G22560
Brast02G170400	AT1G03600
Brast02G202600	AT1G22450
Brast02G358900	AT5G58490
Brast02G107900	AT1G20460
Brast02G013000	AT3G56470
Brast02G256400	AT2G32020
Brast02G014100	AT1G17530
Brast02G299800	AT4G37930
Brast02G238000	AT3G04610
Brast02G040000	AT5G03530
Brast02G218400	AT1G09900
Brast02G103600	ATCG00530
Brast02G368100	AT4G37210
Brast02G361800	AT4G21065
Brast02G203900	AT3G09270
Brast02G307300	AT3G53030
Brast02G114900	AT4G27780
Brast02G272100	AT2G41900
Brast02G149900	AT5G01740
Brast02G356400	AT3G54210
Brast02G012000	AT4G36220
Brast02G349700	AT1G47340
Brast02G395000	AT3G54820
Brast02G034400	AT1G55475
Brast02G150200	AT4G33680
Brast02G306600	AT5G36740
Brast02G179600	AT2G47820
Brast02G004700	AT4G12500
Brast02G088400	AT5G47550
Brast02G067100	AT4G33250
Brast02G183600	AT5G17860
Brast02G393900	AT1G66950
Brast02G175200	AT3G16760
Brast02G094100	AT1G74240
Brast02G313300	AT3G02100
Brast02G030000	AT2G35330
Brast02G210600	AT1G19740
Brast02G325600	AT3G57170
Brast02G048700	AT3G26300
Brast02G194700	AT3G49990
Brast02G133600	AT1G07645
Brast02G116600	AT1G76460
Brast02G290900	AT4G37810
Brast02G145400	AT1G07110
Brast02G328100	AT5G44520
Brast02G120600	AT1G13340
Brast02G156700	AT3G17000
Brast02G073600	AT5G42250
Brast02G026700	AT2G17510
Brast02G030600	AT1G42430
Brast02G118500	AT4G26090
Brast02G277200	AT4G08180
Brast02G391600	AT5G66100
Brast02G051800	AT1G13980
Brast02G066300	AT3G12410
Brast02G281300	AT1G14900
Brast02G157300	AT3G17040
Brast02G393000	AT2G29400
Brast02G077700	AT5G10070
Brast02G374400	AT1G50940
Brast02G191800	AT5G07990
Brast02G069600	AT4G34310
Brast02G116800	AT1G19835
Brast02G253600	AT2G32090
Brast02G001100	AT4G17610
Brast02G053600	AT1G04760
Brast02G254200	AT1G60995
Brast02G314600	AT1G69400
Brast02G273400	AT5G19820
Brast02G348400	AT4G26310
Brast02G385300	AT5G47870
Brast02G340700	AT3G09630
Brast02G161500	AT5G21326
Brast02G195200	AT1G55310
Brast02G317500	AT1G20160
Brast02G121900	AT3G52590
Brast02G303000	AT5G37780
Brast02G015600	AT3G61140
Brast02G389100	AT2G44510
Brast02G006800	AT5G56170
Brast02G084300	AT4G37640
Brast02G133900	AT1G32500
Brast02G385400	AT5G50970
Brast02G143100	AT3G52760
Brast02G161800	AT2G41010
Brast02G086000	AT2G28370
Brast02G082600	AT4G33860
Brast02G133100	AT1G47278
Brast02G189800	AT5G18810
Brast02G301600	AT2G38360
Brast02G141100	AT3G07630
Brast02G235100	AT4G33280
Brast02G252100	AT4G38180
Brast02G256200	AT3G22590
Brast02G292300	AT1G44920
Brast02G018900	AT3G09120
Brast02G064800	AT1G72520
Brast02G221900	AT3G24000
Brast02G124400	AT3G19770
Brast02G141200	AT3G11320
Brast02G122700	AT1G08660
Brast02G358700	AT3G14750
Brast02G031800	AT2G30860
Brast02G029900	AT3G45970
Brast02G008400	AT3G14470
Brast02G190000	AT3G04970
Brast02G076500	AT3G20250
Brast02G007300	AT1G02260
Brast02G191600	AT3G54010
Brast02G299400	AT4G02030
Brast02G041300	AT1G02260
Brast02G302000	AT5G26594
Brast02G246500	AT3G44150
Brast02G018500	AT1G65910
Brast02G050000	AT4G14750
Brast02G239000	AT1G47720
Brast02G310400	AT4G16370
Brast02G281900	AT5G14620
Brast01G070600	AT5G49890
Brast01G032200	AT2G30860
Brast01G376100	AT1G33811
Brast01G411800	AT3G47570
Brast01G400100	AT5G05800
Brast01G287100	AT5G66390
Brast01G404200	AT5G38280
Brast01G409900	AT5G23490
Brast01G268400	AT4G05200
Brast01G362500	AT3G24350
Brast01G410800	AT5G20570
Brast01G089500	AT3G55610
Brast01G125300	AT5G10530
Brast01G055800	AT1G24340
Brast01G402400	AT4G14605
Brast01G145100	AT3G59090
Brast01G397300	AT1G68290
Brast01G348500	AT4G28365
Brast01G160500	AT2G19190
Brast01G264800	AT3G06350
Brast01G126600	AT1G27050
Brast01G044800	AT5G48720
Brast01G343400	AT3G45630
Brast01G389100	AT3G02600
Brast01G377900	AT5G13100
Brast01G137200	AT1G18600
Brast01G393700	AT1G25375
Brast01G209500	AT3G14690
Brast01G283300	AT4G24740
Brast01G133400	AT1G56080
Brast01G029300	AT5G18610
Brast01G230500	AT1G79960
Brast01G193600	AT3G27850
Brast01G059800	AT3G59690
Brast01G167900	AT5G56980
Brast01G134500	AT4G07960
Brast01G328300	AT3G16260
Brast01G103000	AT2G40470
Brast01G238200	AT5G22850
Brast01G155800	AT5G41685
Brast01G121600	AT4G21250
Brast01G387200	AT4G20090
Brast01G178500	AT1G18390
Brast01G263300	AT5G13230
Brast01G354600	AT4G29190
Brast01G116200	AT2G41460
Brast01G157100	AT2G42800
Brast01G156600	AT3G59190
Brast01G075500	AT5G67100
Brast01G055000	AT3G54140
Brast01G008400	AT1G08200
Brast01G007000	AT3G46640
Brast01G405100	AT5G60710
Brast01G003200	AT2G39500
Brast01G177600	AT5G41360
Brast01G230700	AT3G24503
Brast01G357800	AT1G27000
Brast01G015000	AT5G09310
Brast01G366400	AT3G15660
Brast01G207700	AT5G46410
Brast01G381300	AT2G37570
Brast01G031100	AT4G02560
Brast01G111200	AT5G06100
Brast01G212200	AT3G14930
Brast01G292900	AT3G15140
Brast01G170400	AT3G15670
Brast01G136400	AT1G69380
Brast01G136300	AT1G10340
Brast01G011400	AT2G20310
Brast01G103200	AT5G58380
Brast01G048800	AT4G18750
Brast01G362200	AT2G25670
Brast01G414100	AT2G37110
Brast01G197500	AT5G24710
Brast01G020300	AT5G48930
Brast01G104100	AT2G38500
Brast01G181800	AT3G61340
Brast01G301500	AT2G26840
Brast01G180500	AT2G01275
Brast01G149200	AT1G52600
Brast01G048100	AT5G55410
Brast01G004000	AT2G28840
Brast01G282400	AT1G15030
Brast01G348000	AT3G58770
Brast01G323800	AT2G33845
Brast01G000700	AT5G03160
Brast01G210200	AT5G41685
Brast01G236300	AT1G43710
Brast01G003600	AT3G53670
Brast01G118500	AT3G58830
Brast01G349400	AT1G52150
Brast01G326400	AT5G11390
Brast01G161400	AT3G14470
Brast01G236800	AT2G45550
Brast01G237800	AT5G56960
Brast01G089600	AT3G19760
Brast01G263100	AT4G10180
Brast01G267900	AT1G54610
Brast01G003400	AT5G59865
Brast01G300800	AT2G40850
Brast01G205600	AT1G75250
Brast01G179500	AT1G48770
Brast01G186000	AT5G45840
Brast01G255300	AT1G65280
Brast01G191800	AT5G46410
Brast01G329600	AT4G28940
Brast01G114100	AT2G30150
Brast01G053300	AT1G51805
Brast01G309400	AT5G03100
Brast01G152000	AT4G29310
Brast01G278000	AT5G01930
Brast01G321900	AT1G09620
Brast01G159500	AT2G26910
Brast01G165600	AT1G69830
Brast01G186900	AT1G04790
Brast01G125400	AT3G13227
Brast01G109500	AT1G08710
Brast01G391800	AT1G53540
Brast01G086400	AT2G39940
Brast01G189500	AT5G42820
Brast01G192100	AT1G29390
Brast01G044500	AT5G64930
Brast01G214300	AT5G53180
Brast01G139900	AT5G45820
Brast01G243800	AT5G24310
Brast01G289200	AT2G13600
Brast01G218900	AT2G27360
Brast01G019600	AT5G14710
Brast01G022400	AT5G14800
Brast01G400300	AT5G62800
Brast01G225200	AT4G17520
Brast01G331300	AT5G25630
Brast01G058400	AT5G04820
Brast01G000900	AT5G60410
Brast01G392100	AT5G54160
Brast01G081900	AT5G24090
Brast01G165900	AT1G22740
Brast01G064100	AT5G49820
Brast01G371900	AT5G58320
Brast01G177300	AT1G10360
Brast01G093500	AT2G37570
Brast01G146100	AT1G06920
Brast01G248700	AT5G10770
Brast01G242600	AT5G42050
Brast01G161100	AT3G14470
Brast01G248500	AT4G24400
Brast01G376800	AT3G11940
Brast01G348100	AT4G18960
Brast01G138700	AT4G29000
Brast01G346900	AT1G78650
Brast01G113300	AT2G32560
Brast01G070100	AT1G71310
Brast01G075000	AT3G19640
Brast01G355800	AT3G17220
Brast01G187700	AT4G03550
Brast01G318900	AT1G78780
Brast01G078200	AT3G44200
Brast01G269500	AT4G15800
Brast01G153700	AT3G14890
Brast01G019900	AT3G54470
Brast01G387100	AT5G01180
Brast01G289600	AT3G62080
Brast01G047700	AT1G05820
Brast01G113600	AT3G22320
Brast01G177700	AT2G01220
Brast01G031300	AT3G16510
Brast01G049300	AT5G37570
Brast01G179600	AT1G68460
Brast01G011700	AT5G22120
Brast01G084300	AT5G01270
Brast01G153900	AT4G23630
Brast01G246200	AT1G51730
Brast01G098900	AT2G40120
Brast01G306600	AT1G44970
Brast01G153600	AT4G13870
Brast01G261600	AT2G19130
Brast01G124100	AT5G54250
Brast01G244300	AT5G11280
Brast01G047000	AT3G07340
Brast01G357900	AT1G17690
Brast01G290900	AT4G24770
Brast01G273800	AT1G09390
Brast01G196400	AT5G53450
Brast01G319300	AT1G62280
Brast01G227500	AT3G52680
Brast01G358500	AT5G12020
Brast01G167100	AT4G33000
Brast01G056300	AT3G57810
Brast01G286300	AT3G62260
Brast01G191300	AT3G02600
Brast01G334600	AT4G27950
Brast01G331500	AT3G48320
Brast01G055600	AT3G48500
Brast01G193500	AT4G22220
Brast01G039300	AT1G07840
Brast01G370200	AT4G34140
Brast01G379800	AT5G07380
Brast01G108200	AT3G15930
Brast01G217900	AT3G58600
Brast01G252800	AT5G14610
Brast01G218800	AT4G18540
Brast01G216700	AT3G25270
Brast01G387000	AT2G02520
Brast01G390200	AT1G66910
Brast01G159100	AT5G11580
Brast01G364600	AT2G03500
Brast01G362300	AT4G01395
Brast01G391100	AT1G18390
Brast01G340900	AT2G27940
Brast01G116800	AT1G19100
Brast01G022700	AT5G04080
Brast01G127000	AT2G36835
Brast01G293000	AT3G12250
Brast01G243400	AT5G53030
Brast01G235600	AT5G12000
Brast01G400800	AT1G71070
Brast01G408500	AT5G47720
Brast01G199500	AT3G25270
Brast01G265200	AT2G33680
Brast01G211400	AT4G33650
Brast01G363100	AT3G57150
Brast01G038600	AT5G13180
Brast01G005600	AT1G03670
Brast01G021200	AT5G13480
Brast01G383300	AT3G55440
Brast01G029400	AT5G18630
Brast01G263500	AT3G02430
Brast01G041900	AT5G50380
Brast01G240600	AT1G29900
Brast01G158200	AT1G17350
Brast01G181200	AT5G57620
Brast01G267000	AT1G53540
Brast01G235000	AT1G54560
Brast01G182500	AT3G61710
Brast01G102300	AT2G38470
Brast01G344500	AT3G14920
Brast01G127800	AT1G19715
Brast01G202600	AT3G25640
Brast01G241000	AT2G25910
Brast01G279300	AT2G24580
Brast01G111100	AT5G17910
Brast01G255200	AT1G73920
Brast01G056800	AT1G05800
Brast01G251500	AT4G38150
Brast01G366100	AT2G26710
Brast01G024400	AT3G10150
Brast01G050400	AT4G21150
Brast01G073500	AT2G22250
